"last_name, first_name","player_id","attempts","avg_hit_angle","anglesweetspotpercent","max_hit_speed","avg_hit_speed","fbld","gb","max_distance","avg_distance","avg_hr_distance","ev95plus","ev95percent","barrels","brl_percent","brl_pa"
"Kluber, Corey","446372","519","18.5",35.8,"113.8","87.1","92","83.5","439","170","396","180",34.7,"36",6.9,5.2
"Gibson, Kyle","502043","517","10.6",34.8,"112.9","88.6","92.2","86.2","438","159","394","194",37.5,"39",7.5,5.4
"Bassitt, Chris","605135","515","10.8",30.9,"111.4","85.7","91.4","82.8","436","149","393","169",32.8,"34",6.6,4.6
"Cueto, Johnny","456501","510","13.3",33.7,"115.2","87.7","92","85.2","452","163","404","183",35.9,"37",7.3,5.7
"McKenzie, Triston","663474","502","19.7",37.3,"112.9","90.2","93.7","86.5","438","188","403","204",40.6,"49",9.8,6.6
"Urquidy, José","664353","502","17.2",34.7,"119.1","89.7","93.4","86","446","180","397","205",40.8,"47",9.4,6.9
"López, Pablo","641154","501","11",33.3,"115","87.9","92","85.1","440","154","398","176",35.1,"45",9,6.1
"Wright, Kyle","657140","501","4.4",31.1,"122.4","89","94.6","86.2","445","135","398","206",41.1,"34",6.8,4.6
"Musgrove, Joe","605397","499","11.7",34.5,"111.2","86.4","92","83.2","434","154","398","162",32.5,"30",6,4.1
"Ray, Robbie","592662","494","14.7",34,"111.7","89.7","93.5","87.1","449","170","392","193",39.1,"39",7.9,5
"Quintana, José","500779","491","9.9",34.4,"114.9","86.5","91.3","83.3","422","151","399","176",35.8,"27",5.5,4
"Gausman, Kevin","592332","491","12.2",38.1,"116.6","89","92.6","85.8","430","169","398","189",38.5,"40",8.1,5.5
"Burnes, Corbin","669203","490","10",31.6,"117.5","87.2","91.8","83.7","452","150","409","167",34.1,"28",5.7,3.5
"Cole, Gerrit","543037","483","12.6",32.5,"112.4","89.4","94.1","85.5","441","173","398","194",40.2,"46",9.5,5.8
"Greinke, Zack","425844","482","12.6",34.4,"111.7","88.9","92.6","86.5","444","163","393","191",39.6,"33",6.8,5.6
"Urías, Julio","628711","477","17.2",29.6,"113","86.7","91.5","83.7","445","168","394","145",30.4,"32",6.7,4.6
"Keller, Mitch","656605","477","7.8",33.3,"112.7","87.9","91.9","85.7","430","146","389","178",37.3,"34",7.1,4.9
"Suárez, Ranger","624133","473","5.1",27.9,"114","87.5","91.7","85.2","439","131","395","165",34.9,"32",6.8,4.8
"Bundy, Dylan","605164","470","18.6",35.1,"116","88.9","93.3","85","429","182","396","180",38.3,"42",8.9,7.1
"Walker, Taijuan","592836","466","11.3",33.7,"115.9","89.3","92.5","88","453","153","397","189",40.6,"34",7.3,5.2
"Gallen, Zac","668678","463","10.8",33,"111.3","87.8","92.5","84.8","423","158","399","167",36.1,"36",7.8,5
"Manaea, Sean","640455","462","16.3",32,"113.3","90.3","93.3","88.4","440","175","396","198",42.9,"42",9.1,6.3
"Dunning, Dane","641540","460","5.4",29.8,"114.4","87.9","93.7","83.8","472","142","401","175",38,"41",8.9,6.1
"Keller, Brad","641745","456","6.7",28.7,"112.9","89.3","91.9","87.9","455","141","409","189",41.4,"30",6.6,4.9
"Giolito, Lucas","608337","456","12.6",37.9,"117.4","88.8","92.3","85.5","437","172","393","178",39,"34",7.5,4.9
"Hudson, Dakota","641712","448","6.3",31.5,"116.9","89","92.1","87.7","441","137","405","181",40.4,"27",6,4.5
"Verlander, Justin","434378","446","16.9",32.5,"110.9","87.8","92","85.8","441","164","393","155",34.8,"28",6.3,4.2
"Kuhl, Chad","641771","444","15.8",36,"117.2","90.5","94.6","86.5","499","185","415","198",44.6,"43",9.7,7
"Carrasco, Carlos","471911","443","9.7",35.2,"116.6","88.4","93.4","84.3","445","155","399","175",39.5,"31",7,4.8
"Morton, Charlie","450203","442","13.6",38,"115.8","89.3","93.6","85.4","433","175","397","186",42.1,"42",9.5,5.8
"Flexen, Chris","623167","442","18.4",35.7,"114.7","89.1","92.5","85.3","435","182","394","177",40,"40",9,6.8
"Cease, Dylan","656302","439","15",31.2,"115.9","86.8","90.9","82.9","429","172","396","137",31.2,"27",6.2,3.6
"Lauer, Eric","641778","439","17.7",35.8,"116","88.8","91.4","87.8","450","185","392","167",38,"35",8,5.3
"Garcia, Luis","677651","438","17.1",35.4,"116.1","88.4","92.8","84.5","428","182","387","159",36.3,"34",7.8,5.3
"Brubaker, JT","664141","436","10.8",36.2,"116.9","89.6","93.7","86.3","441","163","399","180",41.3,"33",7.6,5.1
"Syndergaard, Noah","592789","435","12.3",37.7,"111","87.1","91.7","83.8","437","164","396","148",34,"34",7.8,6
"Cobb, Alex","502171","433","1.8",26.1,"112.9","89.2","93.3","87.2","461","116","394","178",41.1,"16",3.7,2.5
"Plesac, Zach","668676","425","13",37.4,"114.4","89.5","94.3","84.2","437","173","404","176",41.5,"41",9.6,7.2
"Singer, Brady","663903","425","8.6",33.2,"113.2","89.3","93.4","87.2","441","151","398","174",40.9,"35",8.2,5.6
"Rasmussen, Drew","656876","423","10.1",31.2,"114.8","88.9","93.1","86.8","430","155","397","166",39.2,"28",6.6,4.8
"Sandoval, Patrick","663776","421","11.4",31.6,"111","87.3","91.1","85.3","434","148","404","143",34,"24",5.7,3.8
"Fedde, Erick","607200","421","13.4",34.9,"112.2","89.5","93.1","87.8","446","162","399","183",43.5,"34",8.1,5.9
"Lynch IV, Daniel","663738","421","12.8",33.7,"114.6","91.2","94.5","88.9","453","170","405","201",47.7,"37",8.8,6.2
"Gray, Josiah","680686","420","19.7",33.6,"111.4","87.4","92.7","81","439","186","395","155",36.9,"45",10.7,6.9
"Rodón, Carlos","607074","417","19.4",33.1,"112.5","89","92","87.8","425","180","395","166",39.8,"27",6.5,3.8
"Montas, Frankie","593423","415","11.2",31.8,"115.8","87.6","92.7","84.6","427","149","407","142",34.2,"33",8,5.4
"Kaprielian, James","621076","415","16.9",34,"117.7","88.4","91.3","86.4","451","176","393","151",36.4,"33",8,5.7
"Davies, Zach","605200","414","13",31.6,"112.7","87.4","92.6","83.4","465","165","409","143",34.5,"33",8,5.8
"Cortes, Nestor","641482","412","19.2",34.2,"113.7","87.9","90.9","86.7","440","182","389","143",34.7,"22",5.3,3.6
"Bubic, Kris","663460","410","10.7",41,"114.4","90","93.6","86.8","449","174","400","184",44.9,"32",7.8,5.5
"Stroman, Marcus","573186","410","7",32,"113","89","93.5","87.1","442","140","400","167",40.7,"27",6.6,4.7
"McClanahan, Shane","663556","405","8.3",31.6,"116.2","87.6","92.7","83.8","446","146","406","132",32.6,"26",6.4,4.1
"Thompson, Zach","605507","404","11.3",34.2,"111.1","88.3","92","87.3","453","157","407","160",39.6,"26",6.4,4.8
"Otto, Glenn","657248","404","13.2",34.2,"113","89","94","85.8","446","162","402","154",38.1,"36",8.9,6.1
"Stripling, Ross","548389","403","12.2",34.7,"115.8","88.9","93.7","86","427","163","383","150",37.2,"37",9.2,6.9
"Wheeler, Zack","554430","403","11.4",33.7,"113.6","85.9","89.6","83.4","442","152","393","139",34.5,"31",7.7,5.1
"Gomber, Austin","596295","398","12.4",35.7,"110.2","88.1","92.5","84.4","447","174","404","143",35.9,"34",8.5,6.4
"Ryan, Joe","657746","396","24.2",36.1,"113","88.2","93","85.3","418","192","390","140",35.4,"34",8.6,5.6
"Ohtani, Shohei","660271","394","14.5",32,"113.3","87.1","89.9","85.8","448","162","397","131",33.2,"25",6.3,3.8
"Castillo, Luis","622491","394","10.4",33.5,"112.4","89","92.6","87.5","433","153","402","148",37.6,"27",6.9,4.4
"Wilson, Bryse","669060","388","11.5",37.6,"111.3","90.9","93.1","89.9","426","166","396","170",43.8,"30",7.7,5.9
"Kremer, Dean","665152","385","14.7",36.4,"113","88.4","92.5","85.2","456","170","398","151",39.2,"28",7.3,5.5
"Wood, Alex","622072","382","8.5",33.8,"112.1","88.6","92.8","85.6","436","153","400","152",39.8,"27",7.1,4.9
"Kirby, George","669923","382","11.3",31.4,"111.5","89.3","93.2","87.7","433","161","389","148",38.7,"34",8.9,6.3
"Woodruff, Brandon","605540","381","16.8",34.1,"118.4","88.8","92.5","85.7","431","178","397","143",37.5,"27",7.1,4.4
"Hill, Rich","448179","376","14.9",31.6,"110.8","88.2","93.8","83.7","444","166","402","128",34,"31",8.2,5.9
"Wacha, Michael","608379","376","12.8",35.4,"112.7","88.2","93.6","84.5","437","165","395","133",35.4,"36",9.6,7
"Springs, Jeffrey","605488","371","14.9",34,"114.6","87.5","92.3","83.7","438","171","401","140",37.7,"22",5.9,4
"Espino, Paolo","502179","369","14.4",36.3,"113.5","89.3","93.4","84.5","432","182","395","152",41.2,"29",7.9,6
"Detmers, Reid","672282","363","16.7",39.7,"114.8","89.3","93.2","86.1","411","178","393","140",38.6,"29",8,5.4
"Watkins, Spenser","657093","362","11.6",37,"112.8","90","93.2","87.8","452","166","402","136",37.6,"26",7.2,5.7
"Lynn, Lance","458681","359","14.2",34.3,"113.8","88.4","91.6","86.5","441","166","392","139",38.7,"24",6.7,4.7
"Scherzer, Max","453286","357","21.3",32.2,"113.2","87.8","92.9","82.7","443","181","404","121",33.9,"30",8.4,5.3
"Ashcraft, Graham","668933","355","3.8",30.7,"115.9","86.9","90.5","85.1","419","130","390","129",36.3,"17",4.8,3.7
"Hutchison, Drew","571800","352","14.3",35.5,"110","90.3","93.3","88.5","429","169","393","144",40.9,"31",8.8,6.7
"Junis, Jakob","596001","351","12.1",35.3,"111.6","88.9","92.6","85.8","412","165","392","134",38.2,"26",7.4,5.4
"Clevinger, Mike","605182","349","18.8",36.4,"111.1","88.2","92.1","83.4","446","187","401","136",39.1,"33",9.5,6.8
"Bradish, Kyle","680694","344","8.7",31.4,"114.7","89.9","94","86.3","437","160","399","141",41,"27",7.8,5.3
"Blackburn, Paul","621112","343","9",30,"113.9","88.2","92.4","86.1","469","146","405","139",40.5,"24",7,5.1
"Pallante, Andre","669467","343","-3.3",25.1,"113.7","89.4","93.3","87.7","420","111","387","144",42,"11",3.2,2.4
"Gray, Jon","592351","342","11.1",34.5,"116.5","88","90.6","87.3","442","159","398","130",38,"21",6.1,4
"Heasley, Jonathan","669169","342","14.9",34.8,"112.5","90.2","94.4","86.4","444","183","397","155",45.3,"32",9.4,6.9
"Anderson, Ian","666120","341","8.4",32,"113.4","89.2","93.5","86.5","446","150","404","138",40.5,"21",6.2,4.3
"Alexander, Tyler","641302","340","16.9",37.6,"113.4","88.9","93.8","85","449","184","401","129",37.9,"38",11.2,8.9
"Gonsolin, Tony","664062","340","13.8",33.8,"114.4","89","92.4","86.2","450","165","402","119",35,"19",5.6,3.8
"Houser, Adrian","605288","337","10.3",32.6,"113.8","88.7","93.1","86.1","449","152","405","140",41.5,"19",5.6,4.2
"Eovaldi, Nathan","543135","336","10.7",34.2,"116.3","89.7","94.9","86.7","434","163","397","152",45.2,"36",10.7,7.8
"Senzatela, Antonio","622608","333","6.7",34.2,"111.7","89.9","91.8","89.1","437","147","397","139",41.7,"15",4.5,3.6
"Javier, Cristian","664299","333","25.4",30.9,"113.8","88.4","91.8","86.3","429","197","380","112",33.6,"24",7.2,4.1
"Mahle, Tyler","641816","332","17.9",31.9,"113","88.7","92.1","85.9","425","180","389","127",38.3,"25",7.5,5
"Steele, Justin","657006","332","7.5",31,"112.1","87.1","89.4","86.1","422","141","409","112",33.7,"13",3.9,2.5
"Minor, Mike","501985","332","19.1",36.4,"112.5","88.2","91.9","86.6","446","176","394","116",34.9,"28",8.4,6.2
"Kershaw, Clayton","477132","331","11.6",30.5,"110.3","87.1","92.3","84.1","445","144","394","110",33.2,"14",4.2,2.8
"Odorizzi, Jake","543606","329","19.8",36.8,"112","87.8","91.7","84.6","418","186","383","109",33.1,"24",7.3,5.3
"Kopech, Michael","656629","329","18.3",28.9,"113.7","89.9","92.8","88.2","452","182","392","137",41.6,"29",8.8,5.9
"Gray, Sonny","543243","329","12.1",33.1,"111.3","88.1","92","86.1","453","157","403","131",39.8,"18",5.5,3.7
"Skubal, Tarik","669373","327","11.3",31.2,"113.1","89.3","92.9","87.2","449","158","401","129",39.4,"18",5.5,3.8
"Sampson, Adrian","592716","326","13.6",36.2,"115.2","87.9","91.6","85.1","440","172","399","117",35.9,"22",6.7,5.1
"Ureña, José","570632","325","7.3",32.9,"114.5","88.2","93.9","83.6","431","148","399","125",38.5,"22",6.8,5.1
"Thompson, Keegan","624522","325","13.2",36.6,"111.3","89","93","85.4","431","173","404","127",39.1,"28",8.6,5.8
"Smyly, Drew","592767","325","16.3",34.2,"114.3","86.7","92.5","83.2","432","167","404","112",35.6,"28",8.6,6.3
"White, Mitch","669952","324","14.7",33.6,"113.9","87.9","91.1","86.4","417","163","392","110",34,"18",5.6,4.1
"Suarez, José","660761","322","12",35.7,"114.2","88.7","92.9","84.7","430","174","400","123",38.2,"27",8.4,5.8
"Rogers, Trevor","669432","321","12.1",35.2,"113.8","88.4","92.8","84.8","435","167","393","120",37.4,"24",7.5,5
"Wells, Tyler","669330","317","19.1",30.9,"113.5","88.3","93.8","84","465","174","409","124",39.1,"25",7.9,5.9
"Voth, Austin","608723","317","16.6",37.2,"112.8","88.4","92.3","84.8","448","182","404","118",37.2,"27",8.5,6.1
"Snell, Blake","605483","311","17.1",39.2,"113.5","90.1","92.8","87.9","438","186","393","123",39.5,"23",7.4,4.3
"Greene, Hunter","668881","309","20.7",35.6,"113.6","89.7","92.5","87","441","195","398","124",40.1,"29",9.4,5.5
"Martinez, Nick","607259","308","11.5",30.2,"111.4","86.5","92","82.6","433","152","403","114",37,"25",8.1,5.6
"Hearn, Taylor","621368","306","15.1",38.6,"111.9","89.5","92.8","87.4","426","175","391","123",40.2,"30",9.8,6.7
"Feltner, Ryan","663372","303","13.3",35.3,"114.7","89.7","94.1","85.4","496","179","414","129",42.6,"25",8.3,5.8
"Archer, Chris","502042","301","11",34.2,"111.6","89.5","93.8","86.1","414","173","389","134",44.5,"26",8.6,5.9
"Ashby, Aaron","676879","296","2",29.7,"112.3","87.1","91.6","84.4","433","128","404","101",34.1,"20",6.8,4.2
"Rodriguez, Eduardo","593958","283","12.6",30.7,"111.3","87.5","90.8","85.8","414","159","386","102",36,"20",7.1,5.1
"Contreras, Roansy","672710","281","17.7",36.3,"112","90.1","95.2","85.9","461","181","404","129",45.9,"31",11,7.6
"Civale, Aaron","650644","280","13.5",35,"114","88.6","93.4","84.7","433","166","393","113",40.4,"21",7.5,5.2
"Lorenzen, Michael","547179","278","9.7",29.5,"115","88.1","92.3","85.8","439","144","389","103",37.1,"19",6.8,4.6
"Strider, Spencer","675911","278","14.1",32.7,"111.4","88","91.4","85.3","420","165","401","100",36,"17",6.1,3.2
"Peterson, David","656849","273","8.1",33.7,"112.1","89.7","93.8","87.4","435","146","400","113",41.4,"21",7.7,4.6
"Ramírez, Erasmo","541640","266","11.9",31.6,"115.2","88.7","92.8","85.4","435","157","390","96",36.1,"13",4.9,3.7
"Kikuchi, Yusei","579328","263","10",38,"117","91.6","96.1","88.8","426","173","395","126",47.9,"39",14.8,8.6
"Hendricks, Kyle","543294","262","16.5",40.1,"111.9","87.5","92.3","82.9","447","186","403","102",38.9,"26",9.9,7.3
"Yarbrough, Ryan","642232","261","17.2",32.6,"111.4","85.1","91","80","440","163","388","81",31,"19",7.3,5.4
"Williams, Trevor","592866","261","18.3",33,"111.2","87.8","92.2","84","443","176","388","97",37.2,"20",7.7,5.4
"Brieske, Beau","689225","259","17.2",31.7,"113.2","89.2","92.9","86.2","443","180","390","107",41.3,"27",10.4,8
"Severino, Luis","622663","259","11",33.2,"113.8","89.4","92.4","87.1","431","159","381","107",41.6,"18",6.9,4.4
"Zimmermann, Bruce","669145","257","14",39.3,"115.4","91.1","94.8","88.2","461","181","407","110",42.8,"34",13.2,10.6
"Falter, Bailey","663559","252","17.6",37.7,"115.9","89","92.6","85.8","443","194","389","97",38.5,"21",8.3,6
"Lodolo, Nick","666157","252","11.9",32.1,"111.9","88.7","94.6","85.3","435","155","407","97",40.6,"23",9.1,5.2
"Garrett, Braxton","666129","249","9",32.9,"112.8","89.4","94.3","86.8","421","152","395","96",38.6,"18",7.2,4.8
"Oller, Adam","670124","249","19.2",34.9,"112.2","90.2","94.2","86.4","420","194","399","104",41.8,"25",10,7.4
"Cessa, Luis","570666","247","8.4",27.9,"113.7","89.7","93.9","87.5","436","152","402","106",42.9,"23",9.3,6.9
"Winckowski, Josh","670174","243","5.3",30.5,"112.4","89.5","95.3","86.7","454","141","400","112",46.1,"24",9.9,7.6
"Luzardo, Jesús","666200","243","13.2",34.2,"111.6","89","92.2","86","430","171","405","95",39.1,"16",6.6,4
"Alexander, Jason","669920","243","4.7",32.5,"115.4","90.1","94.4","86.7","420","143","386","107",44,"20",8.2,6.2
"Rogers, Tyler","643511","241","1.4",27.8,"108.7","84.2","90.8","80.7","401","123","386","79",32.8,"9",3.7,2.8
"Barria, Jaime","642545","240","16.3",30.8,"112.3","88.3","92.8","85.3","442","168","403","86",35.8,"24",10,7.6
"Akin, Keegan","669211","230","7.9",35.7,"113.9","87.8","93.6","83.2","429","156","390","86",37.4,"15",6.5,4.6
"Eflin, Zach","621107","228","10.5",31.6,"111.1","85.3","89.3","82.4","428","151","404","71",31.1,"14",6.1,4.5
"Smeltzer, Devin","656970","227","16.2",32.6,"112.3","88.8","92.9","85.7","433","170","400","89",39.2,"16",7,5.6
"Keuchel, Dallas","572971","227","5.5",39.6,"113.7","88.8","93.7","84.4","434","150","396","89",39.2,"20",8.8,6.6
"Crawford, Kutter","676710","226","17.1",42,"116.8","89.7","93.6","86.5","440","193","401","88",38.9,"20",8.8,6
"Velasquez, Vince","592826","223","19.6",35,"114","91.9","95","89.1","427","191","386","99",44.4,"29",13,9.1
"Crowe, Wil","640444","223","10",30,"118","87.6","91.1","85.2","436","143","404","73",32.7,"11",4.9,3.3
"Germán, Domingo","593334","217","16.7",32.3,"110.3","89.4","93.8","85.5","424","163","376","88",40.6,"15",6.9,5
"Winder, Josh","680739","217","17.1",35.5,"114.1","89.1","92.9","85.1","428","180","396","84",38.7,"22",10.1,7.7
"Brebbia, John","605154","215","17.1",32.6,"111.3","87.8","92.3","83.4","442","178","405","83",38.6,"14",6.5,4.9
"Cimber, Adam","643256","214","12.1",34.6,"119.8","89.1","93.4","86.8","423","155","392","83",38.8,"11",5.1,3.8
"Whitlock, Garrett","676477","213","15.3",35.2,"113","88.8","92.7","87.2","424","162","398","83",39,"17",8,5.5
"Beede, Tyler","595881","212","9.1",30.2,"112.5","88.7","93.4","86.3","437","142","402","90",42.5,"11",5.2,3.9
"Burke, Brock","656271","212","13.2",35.4,"114.6","88.6","92.8","84.6","429","169","393","83",39.2,"15",7.1,4.6
"Sears, JP","676664","212","17.3",30.2,"118","90.5","93.4","90.3","444","167","411","92",43.4,"19",9,6.6
"Adon, Joan","672851","210","7.5",35.2,"112.5","89.3","92.9","86.2","441","160","399","78",37.1,"21",10,6.8
"Tate, Dillon","622253","209","0",25.4,"111.8","87.1","92.6","83.3","418","123","381","80",38.3,"11",5.3,3.8
"Sánchez, Aníbal","434671","207","18.8",30.9,"111","88.5","91.8","86.2","467","176","406","77",37.2,"16",7.7,5.5
"Sanchez, Aaron","592717","204","8",28.4,"113.2","92.4","93.6","91.8","411","147","399","98",48,"12",5.9,4.5
"Peralta, Freddy","642547","201","16.9",31.3,"111.3","87.1","91.6","83.2","421","165","407","63",31.3,"7",3.5,2.2
"Foley, Jason","671345","200","3.2",25.5,"111.4","90.7","92.2","90.7","418","126","385","85",42.5,"9",4.5,3.5
"Hernández, Carlos","672578","199","14.5",36.7,"110.9","88.7","92.7","85","434","173","410","76",38.2,"16",8,6
"Martin, Davis","663436","198","17.1",34.3,"111.5","89.1","92.4","87.6","439","167","402","75",38.1,"14",7.1,5.2
"De Jong, Chase","608328","198","20.3",29.3,"111.3","88.4","92.4","83.9","425","180","405","78",39.4,"17",8.6,5.8
"Buehler, Walker","621111","197","7.2",34,"113.8","87.9","94.6","83.6","430","154","408","82",41.6,"13",6.6,4.7
"Nelson, Nick","656793","197","15.1",33,"111.4","87.6","91.7","84.9","426","159","426","64",32.5,"7",3.6,2.3
"Chavez, Jesse","445926","197","13.4",38.6,"116.8","90.1","94","88","447","173","407","91",46.2,"16",8.1,5.5
"Smith, Caleb","592761","197","24.1",29.4,"114.8","86","90.4","81","436","185","399","59",29.9,"13",6.6,4.3
"Gore, MacKenzie","669022","196","13.7",41.8,"112.2","90.8","93.6","88.1","486","176","409","89",45.4,"19",9.7,6.1
"García, Jarlín","606424","195","16.7",31.3,"111.9","88.8","93.1","86.3","462","178","397","81",41.5,"21",10.8,7.8
"Manning, Matt","666159","195","14.8",32.8,"112.4","89.1","93.2","85.7","438","166","399","72",36.9,"12",6.2,4.6
"Wick, Rowan","592858","195","11.6",36.9,"111.1","88.5","92.8","85.6","428","159","401","78",40.2,"20",10.3,6.8
"Suter, Brent","608718","194","12.9",26.3,"113.9","85.7","88.4","84","434","146","400","59",30.4,"11",5.7,4
"Logue, Zach","656657","193","19.4",35.8,"111.1","89.5","94.1","85","418","190","398","82",42.5,"24",12.4,9.3
"Stratton, Chris","608717","192","12.8",32.8,"111.7","89.7","92.8","87.6","420","164","402","79",41.1,"11",5.7,3.9
"Hernández, Elieser","622694","192","24.1",33.3,"112.8","89.4","93.9","84.3","458","204","405","69",35.9,"25",13,9
"Crismatt, Nabil","622503","191","7.8",33,"115.1","87.7","91.9","84","416","148","410","69",36.1,"10",5.2,3.6
"Hill, Garrett","682051","190","18.7",36.3,"113.5","88.8","93.9","87.6","450","180","404","75",39.5,"18",9.5,6.8
"Graveman, Kendall","608665","190","6",28.9,"111.1","88.1","89.9","87.7","435","131","410","66",34.7,"8",4.2,2.8
"Melancon, Mark","453343","190","10.9",36.3,"109.7","89.7","92.6","88.8","429","157","402","74",38.9,"13",6.8,5.3
"Jax, Griffin","643377","189","10.6",33.9,"110.8","88.1","92.4","85.1","430","159","405","70",37,"13",6.9,4.5
"López, Jorge","605347","188","1.7",29.8,"110.8","87.3","91.6","85.4","425","124","410","62",33,"9",4.8,3
"Barlow, Scott","605130","188","11.6",29.3,"113.5","86.4","92.7","81.5","456","155","416","57",30.3,"13",6.9,4.5
"Acevedo, Domingo","642758","188","14",31.4,"111.4","86.7","91.6","83.2","433","157","394","62",33,"14",7.4,5.3
"Machado, Andrés","600921","187","9.9",38,"115.8","89.5","94","84.2","413","173","392","80",42.8,"16",8.6,6.1
"Milner, Hoby","571948","186","6.1",34.4,"109.1","85.1","90.2","81.6","418","146","390","62",33.3,"6",3.2,2.2
"Baker, Bryan","641329","186","13.3",31.7,"109.1","89.8","92.1","89.1","418","158","389","77",41.4,"9",4.8,3.1
"Brasier, Ryan","518489","185","11.5",38.9,"113.4","90.7","95","87.9","433","174","404","86",46.5,"16",8.6,6.1
"Herget, Jimmy","623474","185","15",30.8,"109.1","88.1","92.1","86.2","403","164","383","67",36.2,"12",6.5,4.5
"Bello, Brayan","678394","184","5.3",32.1,"112.2","88","92.5","85.2","405","134","380","69",37.5,"10",5.4,3.7
"Martínez, Adrián","661309","184","14",35.3,"117.2","89.1","92.8","86.1","464","163","422","69",37.5,"19",10.3,7.3
"Strickland, Hunter","519326","184","17.6",38,"112.5","89.8","93.4","86.5","426","180","409","69",37.9,"18",9.8,6.3
"Clase, Emmanuel","661403","183","0.3",29.5,"109.5","86.3","91.1","84.7","443","111","409","59",32.2,"4",2.2,1.5
"Vest, Will","676684","183","5.8",32.8,"109.2","87.8","93.3","84.6","435","152","399","81",44.3,"13",7.1,4.8
"Bass, Anthony","542914","182","14.3",29.7,"112.2","87.6","91.5","84.6","436","157","385","61",33.5,"11",6,4
"Moore, Matt","519043","182","15.2",24.7,"110.5","87.7","91.8","85.7","433","152","413","57",31.3,"8",4.4,2.6
"Payamps, Joel","606303","182","6.5",29.7,"113","89","94.8","87.5","432","130","401","79",43.4,"14",7.7,5.8
"Lugo, Seth","607625","182","10.9",30.2,"109","88.5","92.7","85.8","418","162","390","60",33,"15",8.2,5.5
"Fulmer, Michael","605242","182","16.8",37.4,"110","88.3","92.2","83.3","418","176","387","67",36.8,"8",4.4,2.9
"Armstrong, Shawn","542888","182","10.6",31.3,"115.3","87.4","91","85.3","450","156","399","61",33.5,"14",7.7,5.2
"Kuhnel, Joel","669270","180","7.6",32.2,"109.4","90.1","93.8","88.5","444","148","401","70",39.5,"13",7.2,5.1
