"last_name, first_name","player_id","attempts","avg_hit_angle","anglesweetspotpercent","max_hit_speed","avg_hit_speed","fbld","gb","max_distance","avg_distance","avg_hr_distance","ev95plus","ev95percent","barrels","brl_percent","brl_pa"
"Chacín, Jhoulys","468504","526","9.8",29.1,"112.8","86.3","91.2","83","438","159","399","149",28.4,"30",5.7,3.9
"Perdomo, Luis","606131","525","1.1",26.5,"112.8","88","93","85.6","461","132","423","190",36.4,"26",5,3.6
"Colon, Bartolo","112526","523","13.1",33.8,"114.7","88.8","93.4","85.1","439","178","400","195",37.4,"38",7.3,5.9
"González, Miguel","456068","523","17.4",34.4,"116","88.3","92.1","85","439","198","400","187",35.9,"35",6.7,5.1
"Lester, Jon","452657","519","10.3",34.1,"111.1","86.4","90.7","83.1","454","174","396","153",29.5,"28",5.4,3.7
"Lackey, John","407793","517","14.3",34.8,"114","88.2","92.2","84.7","469","184","401","186",36.2,"35",6.8,4.8
"Carrasco, Carlos","471911","516","9.6",34.1,"115.6","87.4","92.9","83.5","443","168","402","177",34.6,"38",7.4,4.8
"Fulmer, Michael","605242","514","9.4",32.5,"115.8","86.1","91.9","82.3","444","157","401","150",29.4,"25",4.9,3.7
"Quintana, José","500779","512","11.8",36.3,"113.8","87.5","92.6","83.6","444","181","396","182",35.5,"30",5.9,3.8
"Freeland, Kyle","607536","510","4.7",29,"114.8","86.1","93.1","82.1","449","150","406","170",33.6,"22",4.3,3.2
"Tanaka, Masahiro","547888","509","8.8",34.6,"110.3","88","93.8","84.1","453","171","405","184",36.2,"44",8.6,5.9
"Gibson, Kyle","502043","506","6.7",33.6,"115.4","88.5","92","86.3","457","158","401","192",37.9,"35",6.9,5.1
"Márquez, Germán","608566","496","9.1",31.3,"113.2","88.7","92.5","86","462","173","410","178",36,"35",7.1,5
"Severino, Luis","622663","495","8",29.7,"111.4","87.2","92.7","83.7","429","151","387","166",33.5,"30",6.1,3.8
"Darvish, Yu","506433","493","13.2",35.7,"112.2","86.2","91","82.7","440","174","396","154",31.4,"31",6.3,4
"Pomeranz, Drew","519141","493","13",32.7,"114.4","87.9","92.2","85.8","449","167","404","174",35.7,"33",6.7,4.5
"Sale, Chris","519242","492","15",35.8,"112.7","86.8","91.9","81.7","440","185","402","150",30.5,"30",6.1,3.5
"Miley, Wade","489119","489","7.4",33.9,"115.3","87.6","93.3","83.9","447","154","406","175",35.8,"31",6.3,4.3
"Bauer, Trevor","545333","488","9.7",36.1,"112","89.4","94","86.1","439","168","396","191",39.2,"38",7.8,5.1
"Bundy, Dylan","605164","488","19.4",34,"115.2","88.8","92.7","85","456","204","400","178",36.5,"38",7.8,5.4
"Manaea, Sean","640455","486","12.6",32.1,"116.2","89.4","93.1","87.7","434","167","397","200",41.2,"28",5.8,4.1
"Wacha, Michael","608379","485","9.8",32.2,"111.7","87.2","91.5","84","450","161","399","145",30.1,"27",5.6,3.9
"Foltynewicz, Mike","592314","480","13.6",33.8,"112.8","88.5","92.4","84.3","463","180","407","158",32.9,"26",5.4,3.8
"Arrieta, Jake","453562","479","10.6",31.3,"112.3","87.4","91.2","84.2","429","170","403","159",33.3,"27",5.6,3.8
"García, Jaime","448802","479","4.8",31.7,"115.6","87.2","93.9","83.4","444","145","400","176",36.8,"26",5.4,3.9
"Miranda, Aríel","664641","473","20.6",32.8,"114.6","87.9","92.5","84.4","460","207","398","161",34,"45",9.5,6.6
"Nelson, Jimmy","519076","472","5.9",32,"116.1","85.9","90.5","82.8","447","150","409","148",31.4,"19",4,2.6
"Kluber, Corey","446372","471","10.5",33.8,"111.6","85.3","89.7","82.2","461","164","414","137",29.2,"25",5.3,3.2
"Walker, Taijuan","592836","467","9.6",30.2,"116.7","88.7","92.6","86.2","449","166","411","161",34.5,"24",5.1,3.5
"Gray, Sonny","543243","465","5.4",29.5,"115.5","87.4","93.2","83.4","456","146","410","179",38.6,"29",6.2,4.3
"Williams, Trevor","592866","463","10",33.7,"114.5","86.3","91.9","82.4","444","162","393","136",29.4,"24",5.2,3.7
"Kuhl, Chad","641771","460","11.6",36.7,"117.1","88.8","93","85.9","452","181","394","177",38.6,"26",5.7,3.8
"Ramírez, JC","500724","460","8",28,"113","87.6","92.3","85.2","436","160","406","159",34.6,"30",6.5,4.8
"Tomlin, Josh","458708","458","13.7",39.3,"113.8","88.5","92.9","84.7","437","184","398","166",36.6,"32",7,5.5
"Nola, Aaron","605400","458","9",33.4,"115.3","85.7","91.1","81.7","445","162","396","142",31,"23",5,3.3
"Kennedy, Ian","453178","458","17.5",34.9,"113.3","89.5","94","84.9","454","208","401","163",35.8,"50",10.9,7.6
"Montgomery, Jordan","656756","453","13.8",31.8,"113.8","86.9","90.9","83.9","454","178","391","143",31.6,"28",6.2,4.3
"Cueto, Johnny","456501","451","15.1",39.7,"114.2","88.2","91.7","85.5","470","184","406","150",33.6,"33",7.3,5.1
"Fiers, Mike","571666","449","12.9",33,"112.7","86.5","91.6","82.3","452","178","406","147",32.8,"36",8,5.4
"Sabathia, CC","282332","448","7.4",32.4,"118.5","85","90.8","81.9","470","154","392","129",28.9,"18",4,2.9
"Jiménez, Ubaldo","434622","446","12.4",35.7,"113","89.3","94.1","86.9","443","176","399","176",39.5,"35",7.8,5.4
"Scherzer, Max","453286","446","19.1",31.4,"112","86.5","91.1","82.5","455","189","395","131",29.5,"25",5.6,3.2
"Kershaw, Clayton","477132","446","10.3",30.5,"114.1","85.3","91.8","80.4","443","167","408","117",27.1,"28",6.3,4.1
"Hamels, Cole","430935","445","10.6",32.1,"113","87.9","93.1","83.8","426","170","399","160",36,"24",5.4,3.9
"Strasburg, Stephen","544931","443","10.8",28.2,"113.5","87.3","92.3","83.8","461","167","405","138",32,"27",6.1,3.9
"Cain, Matt","430912","441","12",34.9,"112.4","88.5","92.3","85.7","436","173","400","161",36.6,"27",6.1,4.8
"Boyd, Matthew","571510","439","15.7",34.4,"115.5","86.6","91.9","83.6","493","185","408","132",30.3,"26",5.9,4.3
"Happ, J.A.","457918","438","9",33.3,"118.4","85.9","92","80.9","456","161","398","136",31.1,"19",4.3,3
"Holland, Derek","502706","438","14.2",37.9,"114.1","88.5","93.9","82.7","483","195","407","173",39.5,"36",8.2,5.8
"Duffy, Danny","518633","434","16",32,"114.6","87","90.9","84.7","430","184","403","135",31.1,"24",5.5,3.9
"Chatwood, Tyler","543022","430","1.2",31.2,"114.1","86.4","92.7","82.7","457","141","405","138",32.1,"24",5.6,3.8
"Gallardo, Yovani","451596","422","12.6",34.1,"113.3","88.3","93.4","85.6","450","168","395","148",35.1,"30",7.1,5.2
"Chavez, Jesse","445926","420","12",38.3,"114.1","88.9","93.9","83.4","460","189","402","171",40.8,"37",8.8,6.3
"Wood, Alex","622072","419","7.4",30.8,"112.5","85.6","92.4","81.7","443","151","401","117",28,"21",5,3.4
"Gsellman, Robert","607229","417","6.9",33.8,"117","86.3","91.9","82.4","457","158","402","135",32.5,"21",5,3.8
"Berríos, José","621244","416","14.7",32.5,"111.3","86","91.1","81.5","474","181","400","121",29.1,"21",5,3.4
"Odorizzi, Jake","543606","413","19.6",35.1,"110.5","87.9","92.5","83","465","206","399","147",35.7,"34",8.2,5.6
"Taillon, Jameson","592791","412","9.2",33,"111.8","86.3","91.9","82","429","158","386","128",31.2,"17",4.1,2.9
"Senzatela, Antonio","622608","411","7.1",32.8,"112.4","87.7","93","84.3","446","163","402","142",34.5,"22",5.4,3.9
"Keuchel, Dallas","572971","409","-0.6",23.5,"114.6","85.5","92.8","82.7","431","115","399","133",32.8,"21",5.1,3.6
"Hendricks, Kyle","543294","405","8.6",32.6,"119","85","91.6","80.4","440","155","398","118",29.3,"18",4.4,3.2
"Godley, Zack","643327","404","4.9",28.7,"113.5","88","93.3","85.1","461","150","412","156",38.7,"26",6.4,4.1
"Cotton, Jharel","605194","402","17.4",31.6,"115","86.7","92.1","83.8","450","187","406","124",30.9,"24",6,4.3
"Wainwright, Adam","425794","400","8.5",34.8,"113.2","86.7","90.5","83.8","430","157","387","134",33.8,"17",4.3,3.1
"Eickhoff, Jerad","595191","400","15.4",33.8,"115.1","89","92.9","85.5","446","183","410","138",34.6,"25",6.3,4.3
"Ramírez, Erasmo","541640","397","12.4",33,"118.7","88.5","93.7","83.5","456","177","408","141",35.8,"30",7.6,5.6
"Pelfrey, Mike","460059","395","8.6",29.9,"114.7","87.8","92.1","85.4","454","158","409","147",37.2,"30",7.6,5.5
"Morton, Charlie","450203","390","7.1",32.6,"112.8","85.4","91.3","81.3","427","151","381","116",29.8,"18",4.6,2.9
"Anderson, Chase","502624","388","14.5",31.7,"110.4","85.6","91.6","80.9","441","181","398","101",26,"17",4.4,3
"Bridwell, Parker","592170","385","17.2",35.3,"111.2","88.3","93.1","84.8","446","189","404","138",35.9,"21",5.5,4.3
"Pivetta, Nick","601713","383","13.1",36.6,"114.4","88.3","91.8","86","450","176","401","142",37.2,"28",7.3,4.8
"Martinez, Nick","607259","381","14",35.4,"113.2","87.1","92.5","82.2","438","183","395","115",30.4,"31",8.1,6.5
"Garza, Matt","490063","379","14.6",33,"115.3","86.7","90.6","83.9","437","174","389","120",31.7,"18",4.7,3.6
"Maeda, Kenta","628317","378","15",34.9,"111.7","86.2","90.9","82.9","423","174","389","107",28.4,"18",4.8,3.2
"Rodriguez, Eduardo","593958","377","16.6",35.5,"113.6","86.3","91.7","81.2","434","191","392","118",31.3,"29",7.7,5
"Montgomery, Mike","543557","377","3.8",30.5,"114.1","86","90.7","83.2","423","147","389","107",28.5,"12",3.2,2.2
"Biagini, Joe","607352","376","5.8",29.3,"116.2","86.2","92","83","420","144","390","117",31.2,"20",5.3,3.9
"Ryu, Hyun Jin","547943","376","10.1",36.2,"113.9","87.5","92.1","83.8","454","169","404","118",31.6,"26",6.9,4.8
"Ray, Robbie","592662","371","14.4",31.5,"112.7","89.9","92.9","89.2","448","176","399","152",41,"23",6.2,3.5
"Snell, Blake","605483","368","13.3",30.4,"113.1","86.4","90.8","84","468","166","399","110",30,"16",4.3,2.9
"Adleman, Tim","534947","366","18.3",35,"114.6","87.7","93.4","81.3","448","208","405","119",32.7,"29",7.9,5.5
"Montero, Rafael","606160","364","10.4",30.8,"110.7","84.6","89.8","81.5","448","156","399","92",25.3,"15",4.1,2.7
"Shields, James","448306","357","15",35.6,"112.9","87.7","92.5","82.9","428","190","396","133",37.6,"31",8.7,6
"Paxton, James","572020","356","12.3",31.7,"112.2","87.2","90.1","86.7","430","159","388","111",31.3,"10",2.8,1.8
"Sánchez, Aníbal","434671","345","17.1",37.7,"111.5","88.2","92.6","85","443","191","398","127",36.8,"26",7.5,5.4
"Conley, Adam","543045","341","15.6",33.1,"111.3","88.2","93.2","85","425","182","395","127",37.4,"28",8.2,6
"Feldman, Scott","444857","338","11.4",37.6,"113.3","85.8","89.7","82.3","467","173","400","94",27.9,"27",8,5.7
"Graveman, Kendall","608665","338","6.1",31.1,"116.8","89.2","94.6","85.4","444","160","406","133",39.3,"21",6.2,4.7
"Musgrove, Joe","605397","331","9.9",36.3,"112.1","86.7","91.5","82.5","457","169","393","108",32.7,"20",6,4.3
"McCullers Jr., Lance","621121","329","1",30.4,"114.9","87.4","92.5","85.2","437","134","404","107",32.8,"15",4.6,2.9
"Hill, Rich","448179","328","17.6",31.4,"109.5","86","90.9","82","436","183","400","95",29.1,"23",7,4.2
"Bumgarner, Madison","518516","326","15.4",31.9,"111.3","88.6","93.4","85","438","180","408","111",34.5,"26",8,5.8
"Norris, Daniel","596057","326","14.2",35.6,"114.9","89.3","93.8","85.6","451","191","412","124",38,"25",7.7,5.4
"Tillman, Chris","501957","326","13",37.7,"121.1","90.2","94.6","86.3","466","188","407","139",42.6,"28",8.6,6.3
"Peacock, Brad","502748","325","12.9",31.1,"112.6","85.7","91.6","81.1","446","170","402","92",28.3,"17",5.2,3.1
"Wood, Travis","475243","324","16",38,"118.2","88.9","92","86.3","462","194","394","120",37.4,"25",7.7,5.7
"Lugo, Seth","607625","324","12.1",34.9,"110","87.1","92.2","82.3","444","174","397","115",35.5,"19",5.9,4.4
"Gray, Jon","592351","317","7.4",33.8,"115.5","85.7","90.5","82.5","449","155","414","100",31.8,"13",4.1,2.8
"Hoffman, Jeff","656546","314","11.3",31.8,"114","87.7","92.2","83.9","463","177","423","112",35.7,"24",7.6,5.5
"Gossett, Daniel","605254","311","11.3",38.3,"114","88.1","92.6","84.2","440","174","398","98",31.5,"25",8,6
"Harvey, Matt","518774","311","10.4",33.8,"114.2","87.4","93.9","81.5","467","177","405","106",34.4,"21",6.8,4.9
"Mejía, Adalberto","606167","309","13.6",38.2,"113.5","87.9","91.3","84.9","462","183","410","101",32.9,"20",6.5,4.5
"Junis, Jakob","596001","308","15.2",36,"112.9","89.5","94.7","85.2","434","186","410","116",38.2,"20",6.5,4.7
"Bailey, Homer","456701","303","8.7",38.9,"111.6","87.5","91.5","84.7","434","164","392","114",37.6,"14",4.6,3.3
"Clevinger, Mike","605182","301","13.9",37.2,"113.2","87.2","92.5","82.7","448","182","407","104",34.6,"20",6.6,4
"Liriano, Francisco","434538","297","11.4",33.3,"112.4","87.8","90.9","85.7","435","171","402","102",34.5,"18",6.1,4.1
"Pineda, Michael","501381","295","6.5",31.2,"115","87.4","93.4","83.6","445","162","398","98",33.3,"18",6.1,4.4
"Lively, Ben","594902","288","16.5",32.6,"110.9","85.4","92.1","80.8","449","178","408","79",27.5,"17",5.9,4.6
"Lamet, Dinelson","659275","286","14.4",33.2,"114.2","87.8","93.7","81.4","453","197","404","98",36,"22",7.7,4.5
"Newcomb, Sean","656794","285","10.3",35.1,"116.7","88.9","92.5","85.9","435","161","397","99",35,"15",5.3,3.3
"McCarthy, Brandon","435221","282","13.4",32.3,"115.7","85.2","88.5","84.6","394","164","385","60",21.3,"4",1.4,1
"Pruitt, Austin","643493","278","10",32.7,"114.6","88.2","93","84.2","455","167","395","92",33.2,"20",7.2,5.4
"Leiter Jr., Mark","643410","273","7.3",33,"112.2","86.2","92.3","81.4","450","161","393","92",33.8,"20",7.3,5.1
"Romano, Sal","607219","270","7.6",27,"109.9","87.4","92.3","84.8","407","149","374","92",34.1,"12",4.4,3.1
"Fister, Doug","450729","268","7.4",29.9,"113.2","86.8","93.4","82.6","424","144","401","93",34.8,"13",4.9,3.3
"Andriese, Matt","542882","266","12.8",32.3,"114.1","89.6","95.1","85.9","451","174","398","102",38.6,"18",6.8,4.8
"Wheeler, Zack","554430","262","8.7",36.6,"113","87.6","92.7","83.1","462","166","408","94",35.9,"22",8.4,5.7
"Volquez, Edinson","450172","260","9.9",31.2,"112.7","87.5","93.6","82.6","442","169","418","83",32.4,"14",5.4,3.5
"Hernández, Félix","433587","257","9.6",37.7,"114.1","87.1","94","80.9","449","177","408","87",33.9,"25",9.7,6.8
"Arroyo, Bronson","276520","256","19.8",37.9,"110","88.6","92.1","85.3","462","210","400","75",29.8,"26",10.2,8.1
"Skaggs, Tyler","572140","255","15.1",31.4,"111.2","87.8","92.8","85.9","430","171","399","99",38.8,"20",7.8,5.5
"Anderson, Tyler","542881","253","10.4",33.6,"113.7","85.7","92.6","79.2","481","171","420","76",30.2,"19",7.5,5.2
"Suter, Brent","608718","253","11.1",35.2,"113","84.4","88.7","81.3","415","154","394","62",24.5,"11",4.3,3.2
"Claudio, Alex","592222","250","0.7",25.2,"109.8","85.6","90.6","84.3","439","119","395","73",29.3,"4",1.6,1.2
"Jackson, Edwin","429719","250","17.5",34,"116.3","87.3","92.8","82.6","448","188","404","81",32.4,"23",9.2,6.8
"Salazar, Danny","517593","247","12.5",36.8,"112.9","88.5","92.8","83.4","458","187","403","78",31.7,"19",7.7,4.3
"Rusin, Chris","543734","247","3.1",27.1,"112.8","85.7","89.9","83.7","455","132","417","68",27.5,"10",4,2.9
"Worley, Vance","474699","247","8.1",34.4,"113.8","88.1","92.6","84.8","459","164","415","89",36,"12",4.9,3.6
"Cahill, Trevor","502239","246","3.9",29.7,"113.8","86.4","92.9","82.5","433","144","392","71",29,"16",6.5,4.2
"Lorenzen, Michael","547179","243","4.3",30,"109.1","85.2","91","81.9","423","143","392","72",29.6,"11",4.5,3
"Griffin, A.J.","456167","243","23.9",32.9,"112.5","86.8","92.3","82.5","439","206","397","77",31.7,"22",9.1,6.5
"Lyles, Jordan","543475","243","7",35.8,"111.9","87.3","93.2","82.7","451","167","397","90",37.3,"16",6.6,4.9
"Stephenson, Robert","596112","242","15.4",38,"112.1","89.9","92.5","88.6","431","185","395","90",37.2,"23",9.5,6
"Bibens-Dirkx, Austin","502212","238","14.3",35.7,"114","87.1","92.5","81.9","459","182","418","82",34.5,"21",8.8,7
"Faria, Jake","607188","237","18",34.2,"110.6","87.7","93.5","83.9","412","182","383","86",36.3,"15",6.3,4.2
"McGowan, Dustin","430661","237","7.3",30,"112.1","88.1","93.7","83.9","450","164","413","91",38.4,"17",7.2,5.1
"Gaviglio, Sam","543208","235","8.9",32.8,"110.5","88.2","93.9","84.3","438","162","404","90",38.3,"19",8.1,6.1
"Petit, Yusmeiro","433589","234","22.1",31.6,"114.9","87","91.9","84.4","432","188","400","80",34.3,"13",5.6,3.7
"Covey, Dylan","592229","233","8.6",31.3,"115.5","89.6","94.5","86.2","466","176","398","93",39.9,"19",8.2,6.1
"Ross, Joe","605452","233","13.6",38.2,"115","87.9","93.4","82.8","438","187","401","86",37.6,"17",7.3,5.3
"Torres, Carlos","448614","230","10.4",34.3,"113.6","85.2","90.1","81.6","430","161","401","63",27.4,"13",5.7,4
"Hahn, Jesse","534910","230","9.5",34.3,"110.8","88.5","93.1","85.3","437","174","397","78",33.9,"11",4.8,3.5
"Kintzler, Brandon","445213","230","5",31.3,"111.1","85.6","91.7","82.6","437","136","408","64",27.8,"10",4.3,3.5
"Koehler, Tom","543408","230","12.8",34.8,"110.8","89.1","92.2","86.4","450","183","398","82",36,"15",6.5,4.5
"Eflin, Zach","621107","228","12.2",30.3,"111.5","88.4","93","85.4","437","181","399","81",35.7,"19",8.3,6.8
"Matz, Steven","571927","228","9",31.1,"110.5","88.4","93.9","84.8","434","162","399","86",37.7,"15",6.6,5
"Castillo, Luis","622491","226","6.4",24.3,"112.4","85.9","92.4","82.9","454","141","399","70",31,"8",3.5,2.2
"Stammen, Craig","489334","225","6.9",30.7,"111.5","86.6","92","82.4","412","158","393","66",29.9,"12",5.3,3.6
"Santiago, Héctor","502327","224","22.5",33.5,"114.2","90.5","93.7","89.4","437","207","396","87",39.4,"26",11.6,8.4
"Duffey, Tyler","608648","224","7.3",32.1,"111.2","89.3","93.9","85.4","418","171","400","92",41.1,"17",7.6,5.5
"Shoemaker, Matt","533167","224","15.4",36.2,"113.9","89.2","93.8","84","441","204","404","77",34.4,"21",9.4,6.4
"Bleier, Richard","542947","222","-1.2",18,"114.2","87.4","91.4","86.5","464","112","400","79",35.9,"6",2.7,2.3
"Treinen, Blake","595014","221","2.8",28.5,"113.6","86.8","92","85.2","427","134","403","78",35.3,"8",3.6,2.5
"Shaw, Bryan","543766","217","3.4",30,"110.3","85.2","91","82.1","422","131","393","62",28.7,"5",2.3,1.6
"Garrett, Amir","607237","216","12.5",29.2,"114.7","89.8","94.4","85.3","450","184","391","87",40.3,"16",7.4,5
"Beck, Chris","571476","214","14.5",35,"112.3","88.8","93.6","85.6","450","184","400","77",36.2,"16",7.5,5.4
"Reed, Addison","592665","214","15.7",36,"115.1","87.6","91.8","84.5","462","182","414","78",36.4,"15",7,4.9
"Wood, Blake","502028","214","6",29.4,"112.2","87","90","85.7","434","150","407","68",31.9,"9",4.2,2.7
"Watson, Tony","453265","213","9",32.4,"109.6","84.3","89.8","80.2","423","155","379","48",22.6,"6",2.8,2.1
"Price, David","456034","213","13.1",33.8,"110.9","86.3","90.4","82.8","469","176","406","68",32.1,"14",6.6,4.4
"LeBlanc, Wade","453281","211","11.2",33.2,"112.6","86.4","90.8","83.4","440","175","414","67",31.8,"13",6.2,4.6
"Stripling, Ross","548389","211","10.3",30.8,"110.1","86.4","90.5","83.5","429","153","405","59",28.1,"11",5.2,3.6
"Triggs, Andrew","592811","210","8.5",29.5,"112.8","88.6","92.4","86.3","453","168","404","71",33.8,"12",5.7,4.2
"Velasquez, Vince","592826","210","13.3",35.7,"115.1","89.4","94.2","85.8","442","183","399","86",41.1,"16",7.6,5.1
"García, Luis","472610","209","3.7",27.8,"110.1","86.6","93.7","83.7","399","137","391","69",33,"8",3.8,2.7
"Jeffress, Jeremy","502026","208","3",28.8,"109.8","84.3","92","80.3","436","141","386","53",25.9,"11",5.3,3.7
"Castro, Miguel","612434","206","8.3",27.7,"112.4","85.7","91.1","82.2","445","152","410","60",29.1,"8",3.9,2.9
"Moore, Andrew","621058","203","22.3",34,"113.7","90.5","93.4","89.4","432","205","391","84",41.6,"14",6.9,5.8
"Glasnow, Tyler","607192","203","13.6",33,"111.6","87.8","91.9","84.4","465","185","409","73",36,"15",7.4,4.9
"Neris, Hector","593576","202","17.1",34.2,"108.5","87.6","91.7","83.1","435","192","410","67",33.3,"15",7.4,4.7
"Bell, Chad","518445","202","8.9",35.6,"116.2","88.3","92.4","85.6","425","174","400","83",41.1,"17",8.4,5.8
"Torres, José","600526","201","16.5",30.8,"111.5","89.6","93.6","86.5","433","198","397","79",40.1,"14",7,4.9
"Guerra, Junior","448855","200","19.4",35,"111.3","88","92.5","84.3","425","203","395","71",35.5,"20",10,6.4
"Wilson, Alex","543935","200","13.9",35,"111.6","87.8","93.6","84.1","435","173","402","77",38.7,"16",8,6.2
"Saupold, Warwick","599683","199","13.3",35.2,"113.2","87.6","91.5","84.7","436","175","395","62",31.2,"13",6.5,4.6
"Tepera, Ryan","572193","199","14.8",31.7,"113","85.3","91.1","81.1","411","172","397","61",30.8,"12",6,3.8
"Holmberg, David","571787","199","12",35.2,"114.2","86.8","92.8","81.6","436","182","402","72",36.2,"18",9,6.6
"Vincent, Nick","543883","199","20.9",40.2,"110.7","85.7","90.9","79.7","430","195","417","53",26.6,"9",4.5,3.4
"Blackburn, Paul","621112","199","4.5",26.6,"112.1","87.1","92.4","84.3","450","133","399","71",35.9,"5",2.5,2.1
"Colomé, Alex","517008","197","9.4",24.9,"109.8","87.9","93.1","85.1","433","157","416","69",35,"9",4.6,3.2
"Givens, Mychal","571710","197","13.8",33,"111.9","86.7","92.1","83.6","430","172","392","63",32.3,"13",6.6,4.1
"Smith, Chris","434672","196","15.5",35.7,"113.2","88.6","93.5","83.9","447","198","410","71",36.2,"23",11.7,9.2
"Alexander, Scott","518397","196","-4.4",24,"113","86.6","95.4","83.7","465","106","441","69",35.2,"6",3.1,2.1
"Nicasio, Juan","504379","196","11.2",32.1,"113.9","87.4","92.1","84.5","407","167","394","65",33.9,"9",4.6,3.1
"Despaigne, Odrisamer","628333","196","11.4",37.8,"112.3","84.5","89.8","80.1","412","180","405","55",28.1,"9",4.6,3.5
"Minor, Mike","501985","196","15.9",28.1,"114.6","85.7","91.4","82.8","444","171","416","59",30.3,"5",2.6,1.6
"Cecil, Brett","446399","195","13.3",32.8,"112.1","87.2","91.7","82.6","408","173","388","56",28.9,"6",3.1,2.2
"Otero, Dan","519096","195","-0.3",30.8,"109.8","86.2","92.7","83.9","417","114","392","70",35.9,"6",3.1,2.5
"McFarland, T.J.","519008","193","-3.6",25.4,"114.7","86.9","93.6","83.8","429","116","406","60",31.1,"4",2.1,1.7
